Year,Cat_Population_Forecast,Cat_Growth_Rate,Dog_Population_Forecast,Dog_Growth_Rate,Cat_AIC,Dog_AIC,Cat_BIC,Dog_BIC
2024,10164.78297630257,-0.34526493821010495,16094.312284245163,0.5894517765322689,106.04016635569091,82.73784802455675,104.5824826402873,81.90488590146897
2025,11664.83415987243,14.757336059874268,16262.018866578706,1.0420239111286071,106.04016635569091,82.73784802455675,104.5824826402873,81.90488590146897
2026,10880.080472682796,-6.727516880516165,16429.72544891225,1.0312777503795036,106.04016635569091,82.73784802455675,104.5824826402873,81.90488590146897
